"month","average_hi","average_lo","n"
1,44.6051096774194,18.6711741935484,775
2,45.2084,19.1675428571429,700
3,55.2597518610422,27.0872952853598,806
4,61.43312,33.70376,750
5,70.4489290322581,43.0650064516129,775
6,82.96856,52.73888,750
7,90.1128388746803,60.1182097186701,782
8,87.5996226415094,58.2052830188679,795
9,79.26464,49.65224,750
10,65.0684387096774,36.7355096774194,775
11,53.666,26.18624,750
12,43.6169587628866,18.068324742268,776
